날짜,출처,제목,본문 요약 ,URL
2018.05.08.,세계일보,죽음의 문턱서도 요절한 애제자 가족 걱정한 ‘의리파’,이 편지를 쓴 해인 1687년 2월에는 윤증과의 갈등이 최고조에 달한 해였다. 윤증은 원래 송시열의 제자였다.... 송시열은 여든세 살이라는 고령의 몸을 이끌고 제주도로 유배를 떠났다. 숙종 15년 5월에 인현왕후는 폐출되었고...,http://www.segye.com/content/html/2018/05/07/20180507001472.html?OutUrl=naver
2018.05.08.,미디어제주,마흔 일곱 번째 제주씨네클럽은?,[미디어제주 김형훈 기자] 마흔 일곱 번째 '제주씨네클럽'이 오는 11일 오후 7시 영화문화예술센터... 영화는 현대 프랑스 사회가 안고 있는 인종과 종교 갈등 문제를 담담하게 보여준다. 게다가 힙합에서 시작해서...,http://www.mediajeju.com/news/articleView.html?idxno=305488
2018.05.08.,한라일보,문재인정부 1년 제주현안 해결 '성과 냈다',이로써 해군기지 건설로 인해 11년이나 이어져왔던 정부와 지역 주민의 갈등 해소의 첫 발걸음을 내디뎠다. 제주특별자치도의 발전에 대한 정부 차원의 관심도 적지 않았다. 지난해 11월에는 대통령 직속...,http://www.ihalla.com/read.php3?aid=1525739577594736073
2018.05.08.,MBC,"[PD수첩] 진실화해위원회 종료 이후, 멈춰 버린 국가의 책임 '끝나지 않은 전쟁, 민간인 학살' 방송!","기대했던 제주4.3특별법 개정안 역시 여전히 국회에 계류 중이다. 현재 발의되어 있는 4.3특별법 개정안은... 2018년 남북정상회담과 북미정상회담에 이어 종전이 논의되고 있는 지금, 갈등과 상처로 점철된 과거사의...",http://imnews.imbc.com/news/2018/culture/article/4602682_22670.html
2018.05.08.,서울경제,‘PD수첩’ 국가에 의해 자행된 살인 ‘민간인 학살’ 편...‘빨갱이’라는 오명과 연좌제 피해,"기대했던 제주4.3특별법 개정안 역시 여전히 국회에 계류 중이다. 현재 발의되어 있는 4.3특별법 개정안은... 2018년 남북정상회담과 북미정상회담에 이어 종전이 논의되고 있는 지금, 갈등과 상처로 점철된 과거사의...",http://www.sedaily.com/NewsView/1RZGAS5DTY
2018.05.08.,아시아경제,"中, ‘대만 국가 표기’ 두고 민간기업 간섭 지속…양안 갈등 고조 우려",지난 4월 제주항공이 구인광고에 대만·홍콩을 국가로 표기해 중국 네티즌들의 뭇매를 맞았다. 제주항공... 대만은 이런 중국의 압력에도 ‘탈(脫)중국화’ 행보를 이어가고 있어 갈등이 격화될 것으로 보인다. 리쥔이...,http://view.asiae.co.kr/news/view.htm?idxno=2018050810341997155
2018.05.08.,제주의소리,"원희룡 ""중국자본-이권동맹 세력과 4년 전쟁...한번 더 기회를""","원 후보는 ""제주사회를 그동안 수십년간 정체와 여러가지 갈등을 일으켰던 공무원 줄세우기, 이권개입 등 부패로부터 단절하고 제주도가 투명하고 공정한 사회로 가야 한다""며 ""그 정점에는 공직사회 수장인 도지사가...",http://www.jejusori.net/?mod=news&act=articleView&idxno=204284
2018.05.08.,MBC연예,"'PD수첩' 진실화해위원회 종료 이후, 멈춰버린 국가의 책임 '끝나지 않은 전쟁, 민간인 학살' 방송","기대했던 제주4.3특별법 개정안 역시 여전히 국회에 계류 중이다. 현재 발의되어 있는 4.3특별법 개정안은... 2018년 남북정상회담과 북미정상회담에 이어 종전이 논의되고 있는 지금, 갈등과 상처로 점철된 과거사의...",http://enews.imbc.com/News/RetrieveNewsInfo/233160
2018.05.08.,제주의소리,"원희룡 ""여론조사 2위는 자극제...최종 결과 다를 것""","제주 사회를 그동안 수십 년간 정체와 여러 가지 갈등을 일으켰던 공무원 줄세우기, 이권개입 등 제주사회의 부패로부터 단절하고 제주도가 투명하고 공정한 사회로 가야 한다. 그 정점에 공직사회의 수장인 도지사가...",http://www.jejusori.net/?mod=news&act=articleView&idxno=204285
2018.05.08.,OSEN,"염경환 子 은률, '둥지탈출3' 베트남 일상 공개..'꽃미남 됐네'","지난 방송에서 제주도에서의 일상을 소개해 화제를 모았던 ‘7번방의 선물’ 갈소원의 두 번째 이야기도... 멘붕에 빠진 아이들은 현실을 부정하는가 하면, 설상가상으로 팀원 간의 갈등까지 겪게 된다. ‘둥지탈출...",http://www.osen.co.kr/article/G1110896659
2018.05.08.,스포츠동아,"[DA:클립] ‘둥지탈출3’ 염경환子 염은률, 베트남 일상 공개 (ft.잘생김)","지난 방송에서 제주도에서의 일상을 소개해 화제를 모았던 ‘7번방의 선물’ 갈소원의 두 번째 이야기도... 멘붕에 빠진 아이들은 현실을 부정하는가 하면, 설상가상으로 팀원 간의 갈등까지 겪게 된다. ‘둥지탈출...",http://sports.donga.com/3/all/20180508/89974068/1
2018.05.08.,스포츠조선,"'둥지탈출3' 염경환 아들 은률, 베트남 리얼일상 공개","지난 방송에서 제주도에서의 일상을 소개해 화제를 모았던 '7번방의 선물' 갈소원의 두 번째 이야기도... 멘붕에 빠진 아이들은 현실을 부정하는가 하면, 설상가상으로 팀원 간의 갈등까지 겪게 된다. '둥지탈출...",http://sports.chosun.com/news/ntype.htm?id=201805080100063850004703&servicedate=20180508
2018.05.08.,헤럴드POP,'둥지탈출3' 갈소원부터 염은률까지‥베트남 여정 나선다,"지난 방송에서 제주도에서의 일상을 소개해 화제를 모았던 ‘7번방의 선물’ 갈소원의 두 번째 이야기도... 멘붕에 빠진 아이들은 현실을 부정하는가 하면, 설상가상으로 팀원 간의 갈등까지 겪게 된다....",http://biz.heraldcorp.com/view.php?ud=201805081109082266186_1
2018.05.08.,문화일보,105세 사돈과의 동거… ‘사랑’ 돌아왔다,두 사람은 제주도 서귀포시 남원읍에서 함께 산다. 둘의 공통분모는 며느리이자 딸인 박영혜(68) 씨다.... 지금은 둘도 없는 자매 같은 두 할머니지만 그동안 갈등이 없었던 건 아니었다. 친정 엄마의 제안으로 같이 살게...,http://www.munhwa.com/news/view.html?no=2018050801032712069001
2018.05.08.,뉴스엔,"‘둥지탈출3’ 측 “최연소 평균나이 13.7세, 위기에 처할수록 더욱 강해져”","▶ '7번방의 선물' 갈소원, 24시간이 모자란 165cm 도전기 지난 방송에서 제주도에서의 일상을 소개해 화제를... 멘붕에 빠진 아이들은 현실을 부정하는가 하면, 설상가상으로 팀원 간의 갈등까지 겪게 된다. ‘둥지탈출...",http://www.newsen.com/news_view.php?uid=201805081119421910
2018.05.08.,스포츠투데이,"'둥지탈출3' 염경환 ""子 은률, 3.5춘기인 듯…집안팎 모습 180도 달라""","또 지난 방송에서 제주도에서의 일상을 소개해 화제를 모았던 영화 '7번방의 선물'의 주인공 갈소원의 두... '멘붕'에 빠진 아이들은 현실을 부정하는가 하면, 설상가상으로 팀원 간의 갈등까지 겪었다는 후문....",http://stoo.asiae.co.kr/news/naver_view.htm?idxno=2018050811133041119
2018.05.08.,티브이데일리,"'둥지탈출3' 평균 연령 13.7세, 역대 최연소 조합 베트남 行","◆ 영화 '7번방의 선물' 갈소원, 24시간이 모자란 165cm 도전기 지난 방송에서 제주도에서의 일상을 소개해... '멘붕'에 빠진 아이들은 현실을 부정하는가 하면, 설상가상으로 팀원 간의 갈등까지 겪게 된다. '둥지탈출'3...",http://tvdaily.asiae.co.kr/read.php3?aid=15257472601350420019
2018.05.08.,텐아시아,"'둥지탈출3', 평균연령 13.7세… '역대 최연소' 멤버들의 베트남 탈출기 공개","지난 방송에서 제주도에서의 일상을 소개해 화제를 모았던 ‘7번방의 선물’ 갈소원의 두 번째 이야기도... 멘붕에 빠진 아이들은 현실을 부정하는가 하면, 설상가상으로 팀원 간의 갈등까지 겪게 된다. ‘둥지탈출...",http://www.tenasia.co.kr/archives/1487288
2018.05.08.,마이데일리,"'둥지탈출3' 염경환, 3.5춘기 아들 염은률의 완벽한 이중생활에 울컥","지난 방송에서 제주도에서의 일상을 소개해 화제를 모았던 ‘7번방의 선물’ 갈소원의 두 번째 이야기도... 멘붕에 빠진 아이들은 현실을 부정하는가 하면, 설상가상으로 팀원 간의 갈등까지 겪게 된다. ‘둥지탈출...",http://www.mydaily.co.kr/new_yk/html/read.php?newsid=201805081146438526&ext=na
2018.05.08.,제주의소리,우리가 언제까지 이런 학교에 다녀야 할까?,최근 《인문고전으로 하는 아빠의 아이 공부》를 펴낸 오승주 작가가 지난해 제주도내 중학교에서 글쓰기... 당시 미국은 건국자들의 건국 철학이 신화처럼 희미해졌고 경제 공황으로 흑백 갈등이 매우 심화되던...,http://www.jejusori.net/?mod=news&act=articleView&idxno=204316
2018.05.08.,MBC연예,"'둥지탈출3' 염경환 아들 염은률, 베트남에서의 이중생활 대공개","지난 방송에서 제주도에서의 일상을 소개해 화제를 모았던 ‘7번방의 선물’ 갈소원의 두 번째 이야기도... 멘붕에 빠진 아이들은 현실을 부정하는가 하면, 설상가상으로 팀원 간의 갈등까지 겪게 된다. ‘둥지탈출...",http://enews.imbc.com/News/RetrieveNewsInfo/233179
2018.05.08.,한라일보,"""노조탄압하는 노조지부장 출신 이 교육감""","제주특별자치도교육청 공무원노동조합(이하 제주교육노조)은 8일 성명서를 통해 ""이석문 교육감은 노동조합... 지금까지 갈등을 조장하고 사실상의 대화를 거부해 왔다""고 지적했다. 2014년 12월 교육감에게 단체협약안을...",http://www.ihalla.com/read.php3?aid=1525756376594766014
2018.05.08.,제주도민일보,"""원희룡, 도 넘은 관권선거 개탄스럽다""","하지만 문 후보측 대변인은 ""제주에 갈등현안이 산적하고 농산물 하차경매 추진 등으로 어수선한 상황에서 도민들을 위해 일해야 할 간부공무원들이 자리를 비우고 선거사무소를 찾았다는 자체가 개탄스러울 따름""이라고...",http://www.jejudomin.co.kr/news/articleView.html?idxno=100611
2018.05.08.,시사제주,"문대림측 ""관권선거 개탄"" VS 원희룡측 ""헬스 없는 타운 원조는 우=대림""","하지만 제주에 갈등현안이 산적하고 농산물 하차경매 추진 등으로 어수선한 상황에서 도민들을 위해 일해야 할 간부공무원들이 자리를 비우고 선거사무소를 찾았다는 자체가 개탄스러울 따름""이라고 목소리를 높였다....",http://www.sisajeju.com/news/articleView.html?idxno=295928
2018.05.08.,헤드라인제주,"문대림 후보측 ""원희룡 개소식 간부공무원 참석 관권선거 의혹""","홍 대변인은 ""제주에 갈등현안이 산적하고 농산물 하차경매 추진 등으로 어수선한 상황에서 도민들을 위해 일해야 할 간부공무원들이 자리를 비우고 선거사무소를 찾았다는 자체가 개탄스러울 따름이다""고...",http://www.headlinejeju.co.kr/?mod=news&act=articleView&idxno=333964
2018.05.08.,노컷뉴스,"문대림 ""원희룡, 도 넘은 관권선거 개탄스럽다""","문대림 선거사무소는 ""이들 공무원이 원 후보에게 줄을 대려고 한 것인지, 강요에 의해 참석했는지는 아직 모른다""며 ""하지만 제주에 갈등 현안이 산적한 상황에서 간부 공무원들이 자리를 비우고 선거사무소를 찾았다는...",http://www.nocutnews.co.kr/news/4966373
2018.05.08.,제민일보,제주 지역 균형발전 해법 각양각색,"6배""라며 ""기초자치단체장을 주민이 직접 선출하고, 그 구역과 범위를 대동제 수준으로 한다면 지역 불균형 문제 해결의 실마리가 될 수 있고, 정책추진에 따른 갈등 해소도 가능하다""고 피력했다. 고은영 제주녹색당...",http://www.jemin.com/news/articleView.html?idxno=515200
2018.05.08.,미디어제주,"문대림 ""원희룡, 공무원 동원 관건선거 의혹 도 넘었다""","이에 대해 홍 대변인은 ""이들 공무원들이 일신의 안위를 위해 직무가 정지된 도지사 후보에게 줄을 대려고 한 것인지, 어떤 '강요'에 의해 선거사무소 개소식에 참석했는지는 아직 모르는 일""이라면서도 ""제주에 갈등...",http://www.mediajeju.com/news/articleView.html?idxno=305506
2018.05.08.,제주도민일보,제주 서울본부 등 원희룡 선거 '올인',"사진은 (Z순서대로) 김일용 전 서울본부장, 라민우 정무기획보좌관, 현광식 전 비서실장, 김치훈 전 갈등조정보좌관, 김헌 전 정책보좌관, 김재석 전 정책보좌관. 원희룡 제주도지사 후보가 도지사 시절 정무라인과...",http://www.jejudomin.co.kr/news/articleView.html?idxno=100596
2018.05.08.,국제뉴스,"문대림, ""원희룡, 도 넘은 관권선거 개탄스럽다""","문 후보측은 ""하지만 제주에 갈등현안이 산적하고 농산물 하차경매 추진 등으로 어수선한 상황에서 도민들을 위해 일해야 할 간부공무원들이 자리를 비우고 선거사무소를 찾았다는 자체가 개탄스러울 따름""이라고 원...",http://www.gukjenews.com/news/articleView.html?idxno=921530
2018.05.08.,매일경제,"‘둥지탈출3’ 염경환 아들 염은률, 베트남 리얼일상 공개","지난 방송에서 제주도에서의 일상을 소개해 화제를 모았던 ‘7번방의 선물’ 갈소원의 두 번째 이야기도... 멘붕에 빠진 아이들은 현실을 부정하는가 하면, 설상가상으로 팀원 간의 갈등까지 겪게 된다. ‘둥지탈출...",http://star.mk.co.kr/new/view.php?mc=ST&year=2018&no=292073
2018.05.08.,파이낸셜뉴스,"문대림 “원희룡 측, 관권선거 의혹 도 넘었다”","문 후보 측은 ""이들 공무원이 일신의 안위를 위해 직무가 정지된 도지사 후보에게 줄을 대려고 한 것인지, 어떠한 ‘강요’에 의해 선거사무소 개소식에 참석했는지는 아직 모르는 일“이라며 ”그러나 제주에 갈등 현안이...",http://www.fnnews.com/news/201805081615567141
2018.05.08.,아주경제,[6ㆍ13 지방선거] 문대림 “도 넘은 관권선거 개탄스럽다”,"이어 “최근 제주에는 갈등현안이 산적하고, 농산물 하차경매 추진 등으로 어수선한 상황에서 도민들을 위해 일해야 할 간부공무원들이 자리를 비우고 선거사무소를 찾았다는 자체가 개탄스러울 따름”이라며 “또한 원...",http://www.ajunews.com/view/20180508161857909
2018.05.08.,한라일보,"문대림 ""도청 간부공무원, 元 개소식 참석 개탄""","문 예비후보는 이어 ""이들 공무원이 일신의 안위를 위해 직무가 정지된 도지사 후보에게 줄을 대려고 한 것인지, 어떠한 '강요'에 의해 선거사무소 개소식에 참석했는지는 아직 모르는 일""이라며 ""하지만 제주에 갈등현안...",http://www.ihalla.com/read.php3?aid=1525765122594796347
2018.05.08.,헤럴드경제,원희룡 “땅장사가 외자유치냐” 직격탄 쏘자…문대림 “관권선거 의혹 도 넘었다”반격,"문 후보 측은 “이들 공무원이 일신의 안위를 위해 직무가 정지된 도지사 후보에게 줄을 대려고 한 것인지, 어떠한 ‘강요‘에 의해 선거사무소 개소식에 참석했는지는 아직 모르는 일”이라며 “그러나 제주에 갈등...",http://news.heraldcorp.com/view.php?ud=20180508000830
2018.05.08.,동아일보,"문대림 “원희룡 후보, 관권선거 의혹 도 넘어…캠프·제주도청 짜고 치듯 보조”","이어 “그러나 제주에 갈등 현안이 산적하고, 농산물 하차경매 추진 등으로 어수선한 상황에서 도민들을 위해 일해야 할 간부 공무원들이 자리를 비우고 선거사무소를 찾았다는 자체가 개탄스러울 따름이다”라고...",http://news.donga.com/3/all/20180508/89980741/2
2018.05.08.,스포츠경향,문대림 측 원희룡 역공 “관건선거 의혹 도를 넘고 있다”,"“이라며 ”그러나 제주에 갈등 현안이 산적하고, 농산물 하차경매 추진 등으로 어수선한 상황에서 도민들을 위해 일해야 할 간부 공무원들이 자리를 비우고 선거사무소를 찾았다는 자체가 개탄스러울 따름”이라고...",http://sports.khan.co.kr/news/sk_index.html?art_id=201805081714003&sec_id=560901&pt=nv
2018.05.08.,제주신보,제2공항 타당성 재조사 공정성 확보해야,"'셀프 검증' 논란에 휩싸였던 제주 제2공항 건설 입지 선정 타당성 재조사 및 기본계획 수립 용역이 원점에서... 어떤 사정이 있었는지 모르지만, 업체의 결단은 제2공항을 놓고 갈등이 격화되는 시점에서 의미 있게...",http://www.jejunews.com/news/articleView.html?idxno=2112294
2018.05.08.,한라일보,제주장애인스포츠센터 연내 개관 불투명,"#그림1중앙# 이처럼 제주도와 시공사 간의 갈등 심화로 장애인스포츠센터는 굳게 닫힌 채 장애인과 가족, 주민들의 출입을 가로막고 있다. 8일 현장 확인 결과, 화단은 이미 잡풀로 우거졌고 건축물 폐자재는 공사장 인근...",http://www.ihalla.com/read.php3?aid=1525770523594827051
2018.05.08.,제주의소리,제2공항 입장은? 제주지사 후보 '원포인트 토론회',"제주참여환경연대-, 14일 오후3시 벤처마루…후보 5명 참석 첫 토론회6.13지방선거 최대 쟁점 중 하나이자 제주지역 최대 갈등 현안인 제2공항 건설에 따른 해법을 모색하기 위한 제주도지사 후보 합동토론회가 오는 14일...",http://www.jejusori.net/?mod=news&act=articleView&idxno=204355
2018.05.08.,금강일보,"""한반도에 평화의 길 열어"", ""민생·경제분야 대책 없어""","제주 4·3 사건이나 5·18 민주화운동 등 과거사 문제 해결에 집중한 점이나 무공·참전수당 인상 등 유공자... 집권 초반부터 강하게 드라이브를 건 적폐청산 작업을 두고 보수 야당과 갈등을 빚었고, 이후 추가경정예산안...",http://www.ggilbo.com/news/articleView.html?idxno=507056
2018.05.08.,노컷뉴스,"제주지사 후보들, 대중교통·쓰레기문제 입장차 뚜렷",발굴 ▲제주 제2공항·카지노·영리병원 등 갈등 현안 해법 ▲주거·교통·생활환경·안전 등 도민 삶의 질 향상 ▲함께사는 제주 공동체 실현 ▲제주형 복지와 미래세대를 위한 여성·청년정책이다. [편집자주] 글 싣는...,http://www.nocutnews.co.kr/news/4966662
2018.05.08.,세계일보,6월 16일 제주포럼서 세계 평화도시 손잡는다,3개 도시는 세계적으로 국가 간 정치적·경제적 갈등이 고조되는 가운데 평화도시 간의 교류 협력을 통해 국가 갈등을 치유한 사례를 공유하며 평화 확산 분위기 조성에 힘쓸 예정이다. 이번 세션에는 원희룡 제주포럼조직...,http://www.segye.com/content/html/2018/05/08/20180508003485.html?OutUrl=naver
2018.05.08.,부산일보,"'둥지탈출3' 갈소원-김지영-이믿음-염은률, 베트남 마지막 왕조 찾아 나선 700km 여정","지난 방송에서 제주도에서의 일상을 소개해 화제를 모았던 '7번방의 선물' 갈소원의 두 번째 이야기도... 멘붕에 빠진 아이들은 현실을 부정하는가 하면, 설상가상으로 팀원 간의 갈등까지 겪게 된다. '둥지탈출...",http://news20.busan.com/controller/newsController.jsp?newsId=20180508000077
2018.05.08.,아시아투데이,"[친절한 프리뷰] '둥지탈출3' 염은률·갈소원·이믿음·김지영, 베트남 탈출기","지난 방송에서 제주도에서의 일상을 소개해 화제를 모았던 '7번방의 선물' 갈소원의 두 번째 이야기도... 멘붕에 빠진 아이들은 현실을 부정하는가 하면, 설상가상으로 팀원 간의 갈등까지 겪게 된다. '둥지탈출3...",http://www.asiatoday.co.kr/view.php?key=20180508001112266
2018.05.08.,뉴스인사이드,"'둥지탈출3' 염경환 ""아들 염은률, 사춘기 전 단계""…갈소원·김지영·이믿음, 베트남 700km 여정","지난 방송에서 제주도에서의 일상을 소개해 화제를 모았던 '7번방의 선물' 갈소원의 두 번째 이야기도... 멘붕에 빠진 아이들은 현실을 부정하는가 하면, 설상가상으로 팀원 간의 갈등까지 겪게 된다. '둥지탈출...",http://www.starseoultv.com/news/articleView.html?idxno=495221
2018.05.08.,서울경제,"‘PD수첩’ 후퇴하는 과거사 판결, 법정서 계속되는 유족들의 전쟁","기대했던 제주4.3특별법 개정안 역시 여전히 국회에 계류 중이다. 현재 발의되어 있는 4.3특별법 개정안은... 2018년 남북정상회담과 북미정상회담에 이어 종전이 논의되고 있는 지금, 갈등과 상처로 점철된 과거사의 비극을...",http://www.sedaily.com/NewsView/1RZGC63MAG
2018.05.08.,충북일보,충북지사 후보에게 듣다 - 바른미래당 신용한 예비후보,""" ◇4·27 남북정상회담 어떻게 평가하나 ""정치·사회적인 대립과 갈등 뿐 아니라 국제적인 긴장 상태 완화에... 청주와 삼지연, 신의주, 평양, 밑으로는 부산, 제주도 등과 하늘길을 연결하고 KTX오송역을 중심으로 유라시아...",http://www.inews365.com/news/article.html?no=536768
2018.05.08.,글로벌이코노믹,"'PD수첩' 아직 해결되지 않은 '민간인 학살', 과거사 비극 다룬다","기대했던 제주4.3특별법 개정안 역시 여전히 국회에 계류 중이다. 현재 발의되어 있는 4.3특별법 개정안은... 2018년 남북정상회담과 북미정상회담에 이어 종전이 논의되고 있는 지금, 갈등과 상처로 점철된 과거사의...",http://www.g-enews.com/ko-kr/news/article/news_all/201805082106354233581e9b5a60_1/article.html
2018.05.08.,제주일보,4.3 해결 급진전...제2공항 건설은 표류 위기,[제주일보=김현종 기자] 문재인 정부 출범 1년(10일)을 맞아 제주현안 해결 추진상황에 이목이 쏠리고 있다.... 정부와 주민 간 오랜 갈등 해소를 위한 물꼬가 트인 것이다. 다만 강정 주민에 대한 사면복권은 일부 법적...,http://www.jejuilbo.net/news/articleView.html?idxno=86312
2018.05.08.,헤럴드경제,"휴먼다큐사랑 ‘엄마와 어머니’편, 한 며느리의 숭고한 사랑 이야기","제주도 서귀포시 남원읍, 그곳에서 할머니 두 분을 지극정성으로 모시는 며느리가 있다. 2001년 남편과... 하지만 같이 살면서 갈등이 없었던 건 아니었다. 친정 엄마의 제안으로 같이 살게 된 세 사람이지만, 매사에...",http://news.heraldcorp.com/view.php?ud=20180508000936
2018.05.08.,제주의소리,'문대림 부회장' 부동산업체 서울 본사 알고 보니...,"이 때문에 지역단체장 30여명은 이 같은 내용이 담긴 탄원서를 제주도에 제출하기도 했다. C글로벌과 인근 초등학교, 자생단체의 갈등은 준공 이후에도 사그라들지 않고 있다. ▲ C글로벌 사가 건설한 도시형 생활주택....",http://www.jejusori.net/?mod=news&act=articleView&idxno=204360
2018.05.08.,아시아투데이,[친절한 프리뷰] 'PD수첩' 끝나지 않은 민간인 학살…과거사 청산될까,"기대했던 제주4.3특별법 개정안 역시 여전히 국회에 계류 중이다. 현재 발의되어 있는 4.3특별법 개정안은... 2018년 남북정상회담과 북미정상회담에 이어 종전이 논의되고 있는 지금, 갈등과 상처로 점철된 과거사의...",http://www.asiatoday.co.kr/view.php?key=20180508000921297
2018.05.08.,뉴스인사이드,"'PD수첩' 국가에 의해 자해된 살인, 한국전쟁 전후 '민간인 학살' 심층 추적","기대했던 제주4.3특별법 개정안 역시 여전히 국회에 계류 중이다. 현재 발의되어 있는 4.3특별법 개정안은... 2018년 남북정상회담과 북미정상회담에 이어 종전이 논의되고 있는 지금, 갈등과 상처로 점철된 과거사의...",http://www.starseoultv.com/news/articleView.html?idxno=495169
2018.05.08.,제주매일,'씨간장' 둘러싼 세대간 전쟁 막 올랐다,자식의 갈등의 골은 점점 깊어 간다. 예술공간 오이가 2018년 첫 기획 공연으로 연극 '조선간장'을 무대에... 최근 서울 공연을 끝내고 오는 12일과 13일 양일간 제주 예술공간 오이에 공동 제작으로 공연을 올린다. 강제권...,http://www.jejumaeil.net/news/articleView.html?idxno=179750
2018.05.09.,한라일보,"[사설] 새 국면 맞은 제2공항, 국토부가 문제다",국토부가 부실용역 의혹을 받아온 기존 업체를 선정하면서 지역주민과 갈등의 골은 더욱 깊어졌다. 제2공항 문제가 새로운 국면을 맞을지 주목된다. 국토부는 지난 4일 '제주 제2공항 입지 선정 타당성 재조사 및 기본계획...,http://www.ihalla.com/read.php3?aid=1525791600594873043
2018.05.09.,한라일보,[부희식의 하루를 시작하며] 지도자인가 감독자인가,지도자는 갈등의 표출을 수용하고 지혜와 슬기로운 가치관으로 풀어 나가지만 감독자는 갈등의 표현을... 내가 지도자인지 감독자인지 한번쯤 생각해 보면 어떨까. <부희식 제주교육사랑회장> 김현석 기자 ik012@ihalla.com,http://www.ihalla.com/read.php3?aid=1525791600594874099
2018.05.09.,제주의소리,"제주씨네클럽, 11일 영화 ‘파리 투 마르세유’ 상영","인종·종교 갈등을 담담하게 보여준다. 여기에 프랑스의 풍광이 배경으로 펼쳐지고 힙합, 샹송, 바스크·이슬람 전통음악까지 다양하게 소개하는 로드·뮤직무비다. 영화 상영 후 이어지는 씨네토크에서는 제주출신...",http://www.jejusori.net/?mod=news&act=articleView&idxno=204381
2018.05.09.,금강일보,"'나 혼자 산다' 세 얼간이 이시언-기안84-헨리, 현실 친구들의 울릉도 '리얼' 우정 여행","지난해 4주년 제주도 여행에서 처음 결성된 세 얼간이가 어느덧 1주년을 맞았다. 1얼 이시언은 ""세 얼간이가... 중의 갈등으로 폭풍 공감을 안겼다. 우여곡절 끝에 텐트를 완성한 세 얼간이. 이어서 자급자족 캠핑을 위해...",http://www.ggilbo.com/news/articleView.html?idxno=507207
2018.05.09.,데일리메디,국내 첫 영리병원 개원 가능할까,중국 뤼디(綠地)그룹이 778억원을 투자해 서귀포시에 지난해 7월 완공한 제주 녹지국제병원은 이미 개설허가... 그러나 회의에 사업주체인 녹지국제병원이 참석하지 않아 조사결과에 갈등이 벌어질 가능성도 제기된다....,http://www.dailymedi.com/detail.php?number=830374&thread=22r02
2018.05.09.,미디어스,"PD수첩- 민간인 학살에 국가 배상마저 거부한 국가, 전쟁은 아직 끝나지 않았다","MBC PD수첩 ‘끝나지 않은 전쟁, 민간인 학살’ 편 좌우 이념갈등으로 대한민국에서는 많은 이들이 숨져야... MBC PD수첩 ‘끝나지 않은 전쟁, 민간인 학살’ 편 제주 4.3 사건은 짧은 시간 안에 이승만 정권과 미군에 의해...",http://www.mediaus.co.kr/news/articleView.html?idxno=123205
2018.05.09.,정의당,"[논평] 정책위원회, <문재인 정부 1년> 긍정적으로 평가, 더 과감한 개혁추진에 나서야","대결과 갈등의 고조로 꽁꽁 얼어붙었던 한반도였다. 더구나 문재인 정부 출범 후인 2017년 9월, 북한의 6번째... 18 민주화운동에 대한 진상규명과 특별법 통과, 제주 4.3 피해자 상처 치유와 진상규명 등 공권력에 의한...",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=123&oid=426&aid=0000006298
2018.05.09.,헤럴드경제,"서귀포 해밀타운, 관광객을 대상으로 한 임대수익 기대",[헤럴드경제] 그동안 중국의 사드(THAAD: 고고도방어미사일) 보복 조치 여파로 다소 위축됐던 제주도 부동산시장이 다시 활기를 찾고 있다. 한국과 중국 간 갈등의 해빙 무드가 공식화되면서 양국 관계가 정상화되고...,http://news.heraldcorp.com/view.php?ud=20180509000598
2018.05.09.,제주도민일보,4년 일방통행 원희룡 도정 심판 '다짐',"문대림 예비후보도 ""원희룡 도정 4년 모든 정책결정은 선결정 후논의 방식을 택함으로서 도민은 철저하게 객체화된채 일방통행식 행정으로 사회 곳곳 갈등만 유발했다""고 지적했다. 이어 문 예비후보는 ""제주가 갖고 있는...",http://www.jejudomin.co.kr/news/articleView.html?idxno=100697
2018.05.09.,보건뉴스,"문재빈 의장 ""상호 신뢰와 존중 속에 소통하는 것이 중요""","대의원총회의장단과 대한약사회 집행부의 갈등으로 연기됐던 대한약사회 정기대의원총회가 9일 오후 2시... 강원호 제주도약사회장, 공영애 대한약사회 자원봉사단장, 강의석 대한약사회 정보통신위원장, 김영희...",http://www.bokuennews.com/news/article.html?no=159334
2018.05.09.,제주도민일보,"""촛불혁명 제주서 완수, 도민 기대 부응""","지역주민간 갈등 해소의 첫 걸음을 내딛었다""며 ""지난해 11월에는 대통령 직속 지역발전위원회와 지방분권위원회 산하에 제주특위를 설치, 자치분권과 균형발전 모델을 완성하기 위한 의제 발굴 및 안건을 심의토록 하는...",http://www.jejudomin.co.kr/news/articleView.html?idxno=100703
2018.05.09.,아주경제,[6 · 13지방선거] 문대림 ‘대통령 핫라인’ vs 원희룡 ‘우=문 난개발 주범’,문 후보는 “제주의 미래가 벼랑 끝에 서 있다는 위기감이 든다”며 “원희룡 도정 4년은 불통과 독선의 정치로 갈등의 골만 깊어지고 있다”고 지지를 호소하고 있다. 문 후보측 대변인은 9일 논평을 내고 전날 김방훈...,http://www.ajunews.com/view/20180509145033674
